nr;id;debitorennummer;anrede;vorname;name;firma;strasse;plz;ort;bereich;telefon;mobil;email;typ;beschriftung;
7399;9251;;Frau;Gerda;Lengfeld;;Am Motzenbruch 1;63322;Rödermark;;;;;Kita_personen;;
7400;9252;;Frau;;Bischof;;Am Schellbusch 1;63322;Rödermark;;;;;Kita_personen;;
7401;9253;;Herr;Ria;Keller-Wettermann;;Amselstraße 3;63322;Rödermark;;;;;Kita_personen;;
7402;9254;;Frau;Pamela;Urban;;Pfarrgasse 8;63322;Rödermark;;;;;Kita_personen;;
7403;9255;;Frau;Petra;Müller-Wittmann;;Schömbsstraße 7;63322;Rödermark;;;;;Kita_personen;;
7404;9256;;Frau;Marlene;Isermann;;Liebigstr. 65;63322;Rödermark;;06074861591;;kita.liebigstrasse@roedermark.de;Kita_personen;;
7405;9257;;Frau;Claudia;Breimhorst;;Lessingstr. 2-4;63322;Rödermark;;;;;Kita_personen;;
7406;9258;;Frau;;Stenger;;Pestalozzistr. 19;63322;Rödermark;;;;;Kita_personen;;
7407;9259;;Frau;Birgit;Geyer;;Potsdamer Str. 10;63322;Rödermark;;;;;Kita_personen;;
7408;9260;;Frau;;Drengewitz;;Zwickauer Str. 3;63322;Rödermark;;;;;Kita_personen;;
7409;9261;;Frau;Pia;Hunkel-Kowatsch;;Außerhalb 90;63329;Egelsbach;;;;;Kita_personen;;
7410;9262;;Frau;Barbara;Mey;;Kirchsstraße 21;63329;Egelsbach;;;;;Kita_personen;;
7411;9264;;Frau;Silvia;Dessendörfer;;Wolfsgartenstraße 62a;63329;Egelsbach;;;;;Kita_personen;;
7412;9301;109057;Frau;Bettina;Schneider;;Schillerstraße 9;63477;Maintal-Bischoffsheim;;06109764940;;kinderzentrum@maintal.de;Kita_personen;Stadt Maintal;
7413;9311;;Frau;Hildegard;Nave-Tragbar;;Gleiwitzerstraße 16a;63486;Bruchköbel;;0618175091;;kita-zauberweide@bruchkoebel.de;Kita_personen;;
7414;9315;;Frau;;Sticksel;;Seligenstädter Straße 74;63500;Seligenstadt;;;;;Kita_personen;;
7415;9317;;Frau;Gabi;Heckert;;Spessartstraße 29;63500;Seligenstadt;;;;;Kita_personen;;
7416;9318;;Frau;Ingrid;Brandt;;Steinweg 25;63500;Seligenstadt;;;;;Kita_personen;;
7417;9319;;Frau;Katja;Kirchner;;Mauergasse 17 - 19;63500;Seligenstadt;;;;;Kita_personen;;
7418;9320;;Frau;Susanne;Link;;Rodgaustr. 5;63500;Seligenstadt;;;;;Kita_personen;;
7419;9321;;Frau;Irene;Kuttelwascher;;Berliner Straße 1;63500;Seligenstadt;;;;;Kita_personen;;
7420;9322;;Frau;;Brinkmann;;Franz-Böres-Straße 42;63500;Seligenstadt;;;;;Kita_personen;;
7421;9324;;Frau;Birgit;Muench;;Blumenstraße 21;63512;Klein-Krotzenburg;;;;;Kita_personen;;
7422;9325;;Frau;Jutta;Möller;;Lessingstraße 53;63512;Hainburg;;;;;Kita_personen;;
7423;9326;;Frau;Maria;Klein;;Delpstraße 1;63512;Hainburg;;;;;Kita_personen;;
7424;9327;;Frau;Roswitha;Voßmann;;Friedhofstraße 41;63512;Hainburg;;;;;Kita_personen;;
7425;9328;;Frau;Birgitta;Silken;;Friedrich-Ebert-Straße 54;63512;Hainburg;;;;;Kita_personen;;
7426;9329;;Frau;Karola;Bicherl;;Am Kiefernhain 12;63512;Hainburg;;;;;Kita_personen;;
7427;9338;;Frau;Kerstin;Waschbüsch;;Aussiger Straße 15;63533;Mainhausen;;;;;Kita_personen;;
7428;9339;;Frau;Waltraud;Ritter;;Konrad-Adenauer-Straße 3 - 9;63533;Mainhausen;;;;;Kita_personen;;
7429;9340;;Frau;Micaela;Racky;;Martinstraße 21 - 23;63533;Mainhausen;;;;;Kita_personen;;
7430;9342;;Frau;Barbara;Demann;;Ringstraße 46;63533;Mainhausen;;;;;Kita_personen;;
7431;9369;;Frau;Michaela;Gehring;;Hauptstraße 68;63579;Altenmittlau;;;;kita-st-markus@t-online.de;Kita_personen;;
7432;9391;109055;Frau;Birgit;Suhl;;Schulstraße 8;63654;Büdingen-Düdelsheim;;060411490;;;Kita_personen;Magistrat der Stadt Büdingen;
7433;9398;;Frau;;Rutsch;;Rabensteiner Str. 7;63667;Nidda;;060436885;;;Kita_personen;;
7434;9401;;Frau;;Bruns;;Stehfelder Straße 8;63667;Nidda;;06043401871;;;Kita_personen;;
7435;9402;;Frau;Pia;Lochschmidt;;Eichelstraße 8;63667;Nidda-Eichelsdorf;;060433405;;info@kiga-eichelsdorf.de;Kita_personen;;
7436;9442;;Frau;Doris;Heinken;;Zweifalltorweg 10;64293;Darmstadt;;;;;Kita_personen;;
7437;9445;;Frau;Christa;Griesbach;;Bergstr. 30a;64319;Pfungstadt;;0615788696;;rappelkiste@pfungstadt.de;Kita_personen;;
7438;9454;;Frau;;Opper;;Oberlaudenbacher Str. 26 a;64646;Heppenheim;;;;;Kita_personen;;
7439;9471;;Frau;Renate;Dünzinger;;Rheinstr. 65;65185;Wiesbaden;;;;;Kita_personen;;
7440;9478;109043;Frau;;Heimbeck;;Escherstraße 1;65510;Idstein;;061261036;;kita-zaubergarten@idstein.de;Kita_personen;Magistrat der Stadt Idstein;
7441;9489;;Frau;Inge;Wetter;;Parkstr. 12;65549;Limburg;;;;;Kita_personen;;
7442;9519;;Frau;Kirsten;Amlong;;Schloßberg 12 a;65582;Diez;;064323200;;kiga-diez@dekanat-diez.de;Kita_personen;;
7443;9532;;Frau;Christine;Mail;;Franziskanerplatz 3;65589;Hadamar;;0643388127;;c.mai@gesamtverband-limburg.de;Kita_personen;;
7444;9556;104004;Frau;;Bokler;;Ferdinand-Dirichs-Straße 4;65606;Villmar;;064825968;;villa-kunterbunt.villmar@web.de;Kita_personen;Integr. KiTa Villmar;
7445;9592;;Frau;Susanne;Käser;;Engelsruhe 34;65929;Frankfurt / Main;;069304747;;kita.engelsruhe@caritas-frankfurt.de;Kita_personen;;
7446;9593;;Frau;Beate Gabriele;Kappel;;Emmerich-Josef-Straße 1;65929;Frankfurt am Main;;069306761;;kita.altevilla@caritas-frankfurt.de;Kita_personen;;
7447;9595;;Frau;;Steinkopf;;Schubertstraße 11 - 13;65933;Frankfurt am Main;;;;ecb.child2@bvz-frankfurt.de;Kita_personen;;
7448;9596;;Frau;Thomas;Klebinger;;Froschhäuser Straße 10;65933;Frankfurt;;069362222;;splst.griesheim@caritas-frankfurt.de;Kita_personen;;
7449;9599;;Frau;;Brauer-Weiß;;Johann-Klohmann-Str. 8;65936;Frankfurt;;;;;Kita_personen;;
7450;9603;;Frau;Susanne;Braun;;Am Kirchgraben 12-16;67459;Böhl;;;;;Kita_personen;;
7451;9604;;Frau;;Voigt;;Buchwaldweg 30;69126;Heidelberg;;;;;Kita_personen;;
7452;9605;;Herr;Ulrike;Schork;;Schlesierstraße 1;69483;Wald-Michelbach;;062073012;;;Kita_personen;;
7453;9620;;Frau;Igor;Radivojevic;;Wettersteinstraße 6;81547;München;;;;;Kita_personen;;
7454;9621;;Frau;;Schretter;;Münchener Str. 40 (Rückgebäude);82054;Sauerlach;;08104647679;;hort@nbh-sauerlach.de;Kita_personen;;
7455;9623;;Frau;Cornelia;Bruske;;Steinbachtal 2;97082;Würzburg;;;;kiga-st-bruno@gmx.de;Kita_personen;;
7456;9624;;Frau;Nicole;Schäfer;;Unterer Kirchplatz 2a;97084;Würzburg;;;;;Kita_personen;;
7457;9627;;Frau;Heike;Martin;;Altstadtstr. 83;99817;Eisenbach;;0369170092031;;;Kita_personen;;
7458;10419;;Frau;Ingeborg Veronika;Becker;; Deutschland;;;;;;65194;Kita_personen;;
7459;10420;;Frau;Roisin;Russ;;Presley Boulevard 37;61231;Bad Nauheim;;0603283371;;info@russ-training.de;Kita_personen;;
7460;10421;;Frau;Sabine;Ankner;;Am Heißen Stein 3;63739;Aschaffenburg;;;01702851008;sabineankner@web.de;Kita_personen;;
7461;10422;100507;Frau;Sabine;Baier-Nicolay;;Hinterfeld 9a;35043;Marburg-Bauerbach;;0642114816;;sabinenicolay@gmx.de;Kita_personen;Baier-Nicolay, Sabine;
7462;10425;;Frau;Elli;Lotz;;Rudolf-Berta-Str. 81;63628;Bad Soden-Salmünster;;060562633;015155325032;kita-st.laurentius@gmx.de;Kita_personen;;
7463;10428;;Herr;Marco;Schneidmüller;;Schiffenberger Weg 22c;35394;Gießen;;064158779371;01733810130;kontakt@marcoschneidmueller.de;Kita_personen;;
7464;10429;;Frau;Karin;Schön;;Kirchgärten 7;35435;Wettenberg;;064181361;;k.schoen.wettenberg@web.de;Kita_personen;;
7465;10468;;Frau;Christina;Staudemann;;Leihgesternerstr. 9;35440;Linden;;017025985511;;;Kita_personen;;
7466;10470;;Frau;Heike;Hofmann;;Heeggraben 9;35440;Linden;;;;;Kita_personen;;
7467;10487;;Frau;Jennifer;Groß;;Hintergasse 7;35708;Dillenburg;;;015141425152;jennifergross@gmx.de;Kita_personen;;
7468;10510;;Frau;Jeanette;Emmerich;;Amselweg 1;34376;Immelhausen;;;;;Kita_personen;;
7469;10523;104650;Frau;Jana;Wiegand;;Goethestr. 18;34302;Guxhagen;;056651838048;;janawie1@gmx.net;Kita_personen;Kindertaggesstätte Sonnenwiese;
7470;10600;101538;Frau;Sabine;Filok-Epp;;Alte Schulstraße 8a;65779;Kelkheim;;061922000089;;s.filok-epp@drk-familiendienste.de;Kita_personen;DRK Main Taunus Familiendienste gGmbH;
7471;10621;;Frau;Stella;Rönsch;;Strother Staße 57;34497;Korbach;;05631921190;;st.roensch@gmx.de;Kita_personen;;
7472;10628;;Frau;Diana;Wolf-Foth;;Rabensteiner Strasse 7;63667;Nidda;;060436885;;diana.wolf-foth@kita-sonnen-kaefer.de;Kita_personen;;
7473;10640;103066;Frau;Svenja;Grötecke;;Großwiese 3;35108;Allendorf - Rennertehausen;;064517221420;;FamZ-fkb@LHW-WF.de;Kita_personen;Grötecke, Svenja;
7474;10663;;Frau;Martina;Gaus;;Weedgasse 6;61169;Friedberg;;060319649394;;;Kita_personen;;
7475;10667;109512;Frau;Annett;Trinogga;;Hellweg 3;35579;Wetzlar-Steindorf;;0644126259;;ankatrin.1974@t-online.de;Kita_personen;Trinogga, Annett;
7476;10682;102108;Frau;Daniela;Elkmann;;Ober-Warolder-Str. 9;34513;Waldeck;;05634995454;;daniela-elkmann@t-online.de;Kita_personen;Elkmann, Daniela;
7477;10714;103065;Frau;Annette;Schneider;;Rathausstr. 1;35633;Lahnau;;06419608935;;annette.schneider@online.de;Kita_personen;Gemeinde Lahnau;
7478;10716;103540;Frau;Andrea;Hilger;;Goethestr. 11;36251;Bad Hersfeld;;066216202670;;AndreaHilger@web.de;Kita_personen;Hilger, Andrea;
7479;10789;;Frau;Karin;Lohse;;Mainzer Landstr. 46;60325;Frankfurt;;0176199452529;;karin.lohse@familienservice.de;Kita_personen;;
7480;10796;;Frau;Anika;Hölscher;;Am Keil 9;34613;Schwalmstadt;;;;;Kita_personen;;
7481;10800;;Frau;Jutta;Jung;;Hintergasse 2;61191;Ober Rosbach;;;;;Kita_personen;;
7482;10801;;Frau;Sonja;Dietrich;;Kilianstädter Str. 36a;61137;Schöneck;;;;;Kita_personen;;
7483;10802;;Frau;Christine;Föth;;Die Pfingsgärten 19;35260;Stadtallendorf;;;;;Kita_personen;;
7484;10826;100544;Frau;Iris;Bächt;;Buchenweg 11;34281;Gudensberg;;;01735177204;i.kramer2@web.de;Kita_personen;Bächt, Iris;
7485;10845;;Frau;Ulrike;Lipfert;;Güldene Kammer 9;36251;Bad Hersfeld;;066218956416;;;Kita_personen;;
7486;11212;;Frau;Susanne;Claßen;;Jahnstraße 5;63512;Hainberg;;;015234557284;susanne.classen@online.de;Kita_personen;;
7487;11635;104732;Frau;Susanne;Klug;;Esner Str. 10;34497;Korbach;;;;;Kita_personen;Kindertagesstaette Schatzinsel;
7488;11708;;Frau;Simone;Graulich;;Goethestraße 28;35423;Lich;;0640421376;;Simone.Graulich@Online.de;Kita_personen;;
7489;11753;109079;Frau;Juliane;Hoos;;Am Rathaus 10;34626;Neukirchen;;06694338;;;Kita_personen;Stadt Neukirchen;
7490;11968;103068;Frau;Irina;Brommer;;Lange Straße 20;34253;Lohfelden;;056131711411;;irinabrommer@arcor.de;Kita_personen;Gemeinde Lohfelden;
7491;12409;;Frau;Sandra;Müller;;Walkmühlenweg 5;35745;Herborn;;06464911533;;kitaamzwingel@awo-lahn-dill.de;Kita_personen;;
7492;12429;;Frau;anke;stark;;Habachstr 12;35713;Eschenburg;;0277473131;;kita-pusteblume@eibelshausen.de;Kita_personen;;
7493;12430;102042;Frau;Kirsten;Werner;;Habachstraße 12;35713;Eschenburg;;0277073131;;kita@pusteblume-eibelshausen.de;Kita_personen;Ev. Kindertagesstätte Pusteblume;
7494;12472;;Frau;Bianca;Hartmann;;An der Zingelswiese 21-25;65933;Frankfurt am Main (Griesheim);;06938031225;;BiancaHartmann-systemisch@t-online.de;Kita_personen;;
7495;12473;;Frau;Claudia;Banks;;Mattenbergstr 74;34132;Kassel;;0561495354;;kita.st.nikolaus.von.flue@t-online.de;Kita_personen;;
7496;12556;;Frau;Kerstin;Immel-Koch;;Königsberger Str. 7a;35683;Dillenburg;;;;kindergarten-dillenburg@dillenburg.de;Kita_personen;;
7497;12557;;Frau;Sigrun;Schmidt;;Friedensstraße 9;35764;Sinn;;02772570235;;ev.kita.sinn@ekhn-net.de;Kita_personen;;
7498;12563;;Herr;Andreas;Partauf;;Dekan-Brandenburger-Str. 6;35686;Dillenburg;;;;kindergarten-donsbach@dillenburg.de;Kita_personen;;
7499;12605;;Frau;Petra;Gokkenbach;;Battenberger Weg 19;60489;Frankfurt am Main;;06978802323;;petra.gokkenbach@t-online.de;Kita_personen;;
7500;12611;;Frau;Dominique;Peeters;;Asterweg 32;35428;Langgöns;;;;panama@buseck.de;Kita_personen;;
7501;12613;;Frau;Annette;Walter;;Staufenberger Weg 11;35418;Alten Buseck;;;;panama@buseck.de;Kita_personen;;
7502;12632;;Frau;Cornelia;Faulstich;;Bonameser Strasse 12;60433;Frankfurt;;021233991;;cornelia.faulstich@stadt-frankfurt.de;Kita_personen;;
7503;12633;;Frau;Simone;Luckert;;Am Wingert 18;35447;Reiskirchen;;;;charlotte.haas@buseck.de;Kita_personen;;
7504;12634;;Frau;Andrea;Kanitz;;Westanlage 18;35305;Grünberg;;;;;Kita_personen;;
7505;12635;;Frau;Ulrike;Goetze-Becker;;A. D. Haide 18;35708;Haiger;;;;kindergarten-manderbach@dillenburg.de;Kita_personen;;
7506;12636;;Frau;Gabi;Michel;;Bindeweg 3;34576;Homberg;;;;kindergarten.cassdorf@awo-schwalm-eder.de;Kita_personen;;
7507;12639;102031;Frau;Ellen;Kuhnheun;;Schulstraße 7;35104;Lichtenfels;;;;ev.kita.sachsenberg@gmx.de;Kita_personen;Ev. Kindergarten Sachsenberg;
7508;12640;;Frau;Annette;Hettche;;Brühlsbachstraße 23;35578;Wetzlar;;06441210141;;Annette.Hettche@gmx.net;Kita_personen;;
7509;12642;;Frau;Esther;Skopko;;Am Vogelsang 5;35435;Wettenberg;;;;Estherskopko@web.de;Kita_personen;;
7510;12656;;Frau;Nicole;Scherer;;Am Groborn 4c;65779;Kelkheim;;;;n.scherer@drk-familiendienste.de;Kita_personen;;
7511;12659;;Frau;Ilona;Solus;;Hochstraße 18;35232;Dautphetal-Hommertshausen;;;;wichtelland@kize-weisser-stein.de;Kita_personen;;
7512;12660;;Frau;Nina;Beck;;Auf dem Keller 12;35232;Dautphetal;;;;wichtelland@kize-weisser-stein.de;Kita_personen;;
7513;12661;;Frau;Ute;Staus;;Hochstraße 19;35232;Dautphetal;;;;wichtelland@kize-weisser-stein.de;Kita_personen;;
7514;12663;;Frau;Janina;Spieß;;Kestnerstraße 9;35578;Wetzlar;;;;;Kita_personen;;
7515;12664;;Frau;Yvonne;Wagner;;Bergstraße 34;35614;Aßlar;;;;;Kita_personen;;
7516;12665;;Frau;Monika;Brauer;;Rotenberg 26d;35037;Marburg;;;;;Kita_personen;;
7517;12805;;Frau;Angela;Baumann-Pimpl;;Ehlenerstr. 31;34270;Schauenburg;;056015512;;angela.baumann-pimpl@web.de;Kita_personen;;
7518;12813;;Frau;Karin;Sabel;;Blumenweg 5;65520;Bad Camberg;;;;k.sabel@asb-kitas.de;Kita_personen;;
7519;12822;;Frau;Silvia;Hahl;;Am Sandfeld 21;36163;Poppenhausen;;;;;Kita_personen;;
7520;12829;101545;Frau;Antje;Proetel;;Motzstraße 4;34117;Kassel;;01737403523;;;Kita_personen;DAKITS e.V.;
7521;12835;;Frau;Yasmin;Fuhrmann;;Neustädter Str. 20;34560;Fritzlar;;;;yasminfuhrmann01@aol.com;Kita_personen;;
7522;12855;100047;Frau;Ayse;Akdeniz;;Goetheplatz 3;35583;Wetzlar;;;016096742208;ayseakdeniz@hotmail.de;Kita_personen;Akdeniz, Ayse;
7523;12863;;Frau;Birgit;Nowak-Buschbeck;;Castellstraße 9;63454;Hanau;;061814288630;;Birgit.Nowak-Buschbeck@ekkw.de;Kita_personen;;
7524;12895;;Frau;Klaudia;Wenk-Hoyer;;Rasweg 6;36266;Heringen;;066245282;;kita.woelfershausen@heringen.de;Kita_personen;;
7525;12898;;Frau;Petra;Schombert;;Im Herrnhain 2;35325;Mücke;;;;;Kita_personen;;
7526;12902;;Frau;Claudia;Heuer;;Wahlerhäuser Str. 95;34130;Kassel;;05619209089;;claudia.heuer@familienberatungszentrum.de;Kita_personen;;
7527;13062;104744;Frau;Susanne;Hohmann;;Am Zwingel 3;35683;Dillenburg;;0277135246;;;Kita_personen;Kita der ev. Kirchengemeinde Dillenburg;
7528;13094;104728;Frau;Carmen;Münch;;Wilhelmstraße 16a;35759;Driedorf;;02775224;;;Kita_personen;Kommunaler Kindergarten Villa Kunterbunt;
7529;13097;;Frau;Marlies;Eberhardt;;W.-Thoertle-Str. 1;63456;Hanau;;06181181513;;kita-am-tuempelgarten@hanau.de;Kita_personen;;
7530;13101;100558;Frau;Renate;Borchers;;Mittelstraße 1c;56370;Oberfischbach;;064869037904;015126811842;meinaltergarten@t-online.de;Kita_personen;Borchers, Renate;
7531;13119;102100;Frau;Elke;El-Sayed;;Kirchgasse 3;35516;Münzenberg;;;;elke.el-sayed@freenet.de;Kita_personen;El-Sayed, Elke;
7532;13194;;Frau;Vanessa;Gensterblum;;Hauptstraße 10;35418;Buseck;;;;vgensterblum@yahoo.de;Kita_personen;;
7533;13257;;Frau;Anke;Stahl;;Neukirchener Str. 5;35641;Schöffengrund;;064459244-35;;anke.stahl@schoeffengrund.de;Kita_personen;;
7534;13483;104810;Frau;Susanne;Schick;;Kirchhainer Weg 31;35260;Stadtallendorf;;064281447570;015752962512;susanne.schick@stadtallendorf.de;Kita_personen;Kinderkrippe Kirchhainer Weg;
7535;13721;;Frau;Melina;Wendlandt;;Rauensthalerstr. 14a;65197;Wiesbaden;;;;Melinusch@t-online.de;Kita_personen;;
7536;13730;104806;Frau;Maike;Engel;;Fröbelstraße 4;35415;Pohlheim-Garbenteich;;;;;Kita_personen;Kindergarten Garbenteich;
7537;13759;;Frau;Heike;Ziegler;;Zur Kaute 7;35041;Marburg;;06421482192;;heikeziegler@hotmail.de;Kita_personen;;
7538;13819;;Frau;Anja;Dreißigacker;;Friedlandstraße 4;35444;Biebertal;;;;;Kita_personen;;
7539;14064;102540;Frau;Mirjam;Fräßdorf;;Stieläcker 22;35625;Hüttenberg;;01758201923;;m.p.c.fraessdorf@gmx.de;Kita_personen;Fräßdorf, Mirjam;
7540;14065;;Frau;Alexandra;Damm;;Händelstrasse 23;35625;Hüttenberg;;017661454886;;lilnicelady2000@yahoo.de;Kita_personen;;
7541;14107;;Frau;Dagmar;Kettner;;Fahlerstr 44;35745;Herborn;;0277261306;;Team@Kita-seelbach.de;Kita_personen;;
7542;14302;;Frau;Sandra;Gryc-Eufinger;;Berliner Straße 24;35274;Kirchhain;;064229390273;;sandra_gryc@web.de;Kita_personen;;
7543;14401;;Frau;Karin;Langohr;;Hauptstr. 114;35329;Gemünden/Felda;;06634918051;;uwe.lango@web.de;Kita_personen;;
7544;14539;;Frau;Ingrid;Eisenhut;;Hanauer Strasse 16;61194;Niddatal;;060342100;;kiga@kirche-ilbenstadt.de;Kita_personen;;
7545;14552;107021;Frau;christa;Puchert;;Sonnenblick 8;61184;Karben;;01755251940;;c.puchert@multivisio.de;Kita_personen;Puchert, Christa;
7546;14627;108553;Frau;Anette;Schneider-Krumbein;;Hinter den Höfen 13;37214;Witzenhausen;;055425631;;niklas-krumbein@t-online.de;Kita_personen;Schneider-Krumbein, Anette;
7547;14667;104772;Frau;Stina;Kurz;;Erlenring 7;35285;Gemünden;;06453648254;;stinakurz@gmx.de;Kita_personen;Kurz, Stina;
7548;14668;106013;Frau;Kerstin;Noell;;Bahnhofstraße 4;35037;Marburg;;0642165954;;kerstin-noell@gmx.de;Kita_personen;Noell, Kerstin;
7549;14717;105041;Frau;Anna;Lichtenstein;;Pregelstraße 2;65795;Hattersheim;;015227155705;;anna_lichtenstein@gmx.de;Kita_personen;Lichtenstein, Anna;
7550;14723;;Frau;Sandra;Rühl;;Am Rotacker 17;35321;Laubach;;;;;Kita_personen;;
7551;14744;100572;Frau;Barbara;Bingel;;Wagnerstr. 61;61130;Nidderau;;06187291581;;ev.kita.heldenbergen@ekkw.de;Kita_personen;Bingel, Barbara;
7552;14844;;Frau;Cornelia;Weber-Seibel;;Mozartstrasse 24;35745;Herborn;;0277255678;;ev.kita.herborn@ekhn-net.de;Kita_personen;;
7553;15070;;Frau;Regina;Becker;;Seehofstraße 41;60594;Frankfurt;;06921274421;;regina.becker@stadt-frankfurt.de;Kita_personen;;
7554;15287;;Frau;Stefanie;Lückoff;;Sportfeld 34;35398;Gießen;;06403605-42;;steffi.lueckoff@gmx.de;Kita_personen;;
7555;15313;;Frau;Nicole;Weinert;;Rotdornstraße 21;61231;Bad Nauheim;;060323495104;;kita.zwanzig11@bad-nauheim.de;Kita_personen;;
7556;15431;;Frau;Jessica;Witascheck;;Am Markt 1;34537;Bad Wildungen;;05621701-335;;jessica.witascheck@bad-wildungen.de;Kita_personen;;
7557;15440;;Frau;Stefanie;Roth;;Markt 8;35037;Marburg;;06421201-1065;;stefanie.roth@marburg-stadt.de;Kita_personen;;
7558;15476;;Frau;Mariella;Maaß;;Mainzer Straße 19;65185;Wiesbaden;;0611360113-90;;mariella.koehlert@gmx.de;Kita_personen;;
7559;15492;;Frau;Antje;Schmidt;;Rathausstraße 1b;65326;Aarbergen-Kettenbach;;0612092590;;kindergarten.kettenbach@aarbergen.de;Kita_personen;;
7560;15502;;Frau;Alisa;Türk;;Ringstr. 36;57234;Wilnsdorf;;027364498388;;alisa.tuerk11@gmail.com;Kita_personen;;
7561;15921;;Herr;Thomas;Gardyan;;Burgstraße 14;35644;Hohenahr;;064469239-0;016091230553;verwaltung@haus-hohensolms.de;Kita_personen;;
7562;3602;;;;;Auefeldschule;Brückner-Kuhner-Platz 1;34121;Kassel;;;;;Schule_firmen;;
7563;3603;;;;;Friedrich-Wöhler-Schule;Philosophenweg 9;34121;Kassel;;;;;Schule_firmen;;
7564;3604;;;;;Hupfeldschule;Hupfeldstraße 8;34121;Kassel;;;;;Schule_firmen;;
7565;3605;;;;;Grundschule Eichwäldchen;Umbachsweg 61;34123;Kassel;;;;;Schule_firmen;;
7566;3606;;;;;Grundschule Waldau;Görlitzer Straße 30;34123;Kassel;;056153536;;;Schule_firmen;;
7567;3607;;;;;Schule Am Lindenberg;Togoplatz 2;34123;Kassel;;;;;Schule_firmen;;
7568;3608;;;;;Losseschule;Eichwaldstraße  68;34123;Kassel;;;;;Schule_firmen;;
7569;3611;;;;;Grundschule Bossental;Hildebrandstraße 84;34125;Kassel;;0561811106;;;Schule_firmen;;
7570;3613;;;;;Grundschule Wolfsanger/Hasenhecke;Grenzweg 8;34125;Kassel;;;;;Schule_firmen;;
7571;3616;;;;;Carl-Anton-Henschel-Schule;Holländische Straße 131;34127;Kassel;;;;;Schule_firmen;;
7572;3617;;;;;Schule Am Warteberg;Philippinenhöfer Weg 83;34127;Kassel;;;;;Schule_firmen;;
7573;3618;;;;;Valentin-Traudt-Schule;Wolfhager Straße 176;34127;Kassel;;;;;Schule_firmen;;
7574;3619;;;;;Ernst-Leinius-Schule;Wolfhager Straße 329;34128;Kassel;;;;;Schule_firmen;;
7575;3620;;;;;Grundschule Harleshausen;Im Krauthof  1;34128;Kassel;;;;;Schule_firmen;;
7576;3621;;;;;Schule Jungfernkopf;Wegmannstraße  50;34128;Kassel;;;;;Schule_firmen;;
7577;3623;;;;;Grundschule Kirchditmold;Mergellstraße 41;34130;Kassel;;056167275;;;Schule_firmen;;
7578;3627;;;;;Schule Schenkelsberg;Hügelweg 15;34132;Kassel;;;;;Schule_firmen;;
7579;3628;;;;;Schule Brückenhof-Nordshausen;Am Kirchgarten 5;34132;Kassel;;;;;Schule_firmen;;
7580;3629;;;;;Dorothea-Viehmann-Schule;Korbacher Straße 26;34134;Kassel;;;;;Schule_firmen;;
7581;3630;;;;;Fridtjof-Nansen-Schule;Schwarzwaldweg 1;34134;Kassel;;;;;Schule_firmen;;
7582;3631;;;;;Freie Christliche Schule Kassel;Frankfurter Str. 180;34134;Kassel;;;;;Schule_firmen;;
7583;3634;;;;;Wolfgang-Fleischert-Schule;Ostwaldstraße 16;34212;Melsungen;;;;;Schule_firmen;;
7584;3632;;;;;Grundschule Röhrenfurth;Ostwaldstraße 16;34212;Melsungen;;056618444;;;Schule_firmen;;
7585;3633;;;;;Christian-Bitter-Schule;Franz-Gleim-Straße 64;34212;Melsungen;;;;;Schule_firmen;;
7586;3635;;;;;Schule Am Schloth;Schloth 21;34212;Melsungen;;;;;Schule_firmen;;
7587;3636;;;;;Grundschule Am Stadtpark;Friedrich-Ebert-Allee 2;34225;Baunatal;;0561494334;;;Schule_firmen;;
7588;3638;;;;;Langenbergschule;Burgbergstraße 33-35;34225;Baunatal;;;;;Schule_firmen;;
7589;3639;;;;;Brüder-Grimm-Schule;Dorothea-Viehmann-Straße 20;34225;Baunatal;;;;;Schule_firmen;;
7590;3641;;;;;Grundschule Simmershausen;Teichstraße 10;34233;Fuldatal;;05618150450;;;Schule_firmen;;
7591;3643;;;;;Geschwister-Scholl-Schule Fuldatal;Geschwister-Scholl-Straße;34233;Fuldatal;;;;;Schule_firmen;;
7592;3644;;;;;Ludwig-Emil-Grimm-Schule;Schulstraße  8;34233;Fuldatal-Ihringshausen;;;;;Schule_firmen;;
7593;3646;;;;;Grundschule Niedervellmar;Jahnstraße 13;34246;Vellmar;;05619827950;;;Schule_firmen;;
7594;3647;;;;;Grundschule Obervellmar;Heckershäuser Straße 54;34246;Vellmar;;0561821778;;;Schule_firmen;;
7595;3649;;;;;Grundschule Frommershausen;Simmershäuser Straße 10;34246;Vellmar;;05619823980;;poststelle@gs-frommershausen.vellmar.schulverwaltung.hessen.de;Schule_firmen;;
7596;3651;;;;;Schule Vollmarshausen;Kaufunger Straße 18;34253;Lohfelden;;;;;Schule_firmen;;
7597;3652;;;;;Regenbogenschule Lohfelden;Friedrich-Ebert-Ring 1-2;34253;Lohfelden;;;;;Schule_firmen;;
7598;3653;;;;;Grundschule Niederkaufungen;Leipziger Straße 263;34260;Kaufungen;;056052030;;;Schule_firmen;;
7599;3655;;;;;Ernst-Abbé-Schule;Schulstraße 24;34260;Kaufungen;;;;;Schule_firmen;;
7600;3657;;;;;Grundschule Niestetal-Sandershausen;Mühlenweg 14-16;34266;Niestetal;;;;;Schule_firmen;;
7601;3656;;;;;Grundschule Sandershausen;Mühlenweg 14-16;34266;Niestetal;;0561523877;;;Schule_firmen;;
